,number_sta,lat,lon,height_sta,date,dd,ff,precip,hu,td,t,psl
42134884,20093002,42.63,8.92,145.0,20161229 23:48,90.0,11.6,0.0,54.0,272.55,281.35,103490.0
7063004,61491002,48.59,0.67,217.0,20170428 13:12,,,0.0,,,285.85,
35205402,73132003,45.76,6.53,1633.0,20171104 09:36,360.0,0.9,0.0,53.0,272.25,281.25,
662350,83061001,43.423,6.738,7.0,20170106 16:18,260.0,1.9,0.0,62.0,271.15,277.85,
1548904,56243001,47.6,-2.71,3.0,20160127 03:18,200.0,6.3,0.0,87.0,283.15,285.25,
25247514,42039003,45.699,3.844,990.0,20160805 15:30,330.0,4.8,0.0,63.0,282.55,289.65,
3580274,73054001,45.61,6.76,868.0,20170131 20:12,0.0,0.0,0.0,97.0,276.45,276.85,
18856344,22219003,48.27,-2.75,235.0,20161111 17:06,200.0,1.1,0.0,81.0,277.85,280.95,
2747342,42248002,45.91,3.84,612.0,20180124 17:54,,,0.0,,,284.95,
8352525,56017003,47.884,-2.729,112.0,20180520 20:36,40.0,3.0,0.0,74.0,283.15,287.75,
22531765,83137001,43.1,5.93,21.0,20160713 08:00,300.0,8.6,0.0,40.0,282.15,296.55,101300.0
13285166,13056002,43.33,5.05,27.0,20170426 07:18,290.0,5.0,,,,,
20727692,79309001,46.617,-0.571,247.0,20171212 22:12,180.0,3.2,0.0,98.0,276.05,276.35,
29707261,83035002,43.184,5.772,66.0,20170917 01:12,,,0.0,,,285.45,
3441897,14137001,49.18,-0.46,67.0,20180227 22:54,70.0,2.6,0.0,49.0,259.95,269.15,101780.0
35798370,66082004,42.616,2.111,1495.0,20161105 07:42,220.0,5.0,0.0,79.0,279.15,282.65,
19175771,38191002,45.09,6.09,1860.0,20170616 22:00,10.0,0.6,0.0,72.0,279.35,284.25,
31841608,4068001,43.91,5.767,427.0,20180929 15:06,190.0,6.3,0.0,29.0,280.15,299.65,
3824029,20148001,42.54,9.49,12.0,20160203 05:06,240.0,2.1,0.0,91.0,281.55,282.95,102090.0
15521537,56069001,47.65,-3.5,41.0,20160917 07:42,330.0,6.2,0.0,84.0,285.35,288.05,
12200752,79191005,46.316,-0.4,61.0,20180724 04:36,30.0,2.5,0.0,74.0,287.55,292.25,101320.0
14817943,28215001,48.329,1.817,145.0,20180905 14:48,,,0.0,54.0,288.05,297.85,
22166726,30055001,44.131,4.285,603.0,20180709 16:36,,,0.0,,,301.65,
27700698,13028001,43.173,5.574,316.0,20180825 14:06,310.0,12.2,,,,,
25363838,6102001,44.07,7.13,1130.0,20170810 02:54,,,0.0,,,288.05,
3777896,85182004,46.77,-0.83,153.0,20170304 16:36,280.0,7.8,0.0,76.0,277.95,281.95,
37377372,83035001,43.252,5.785,418.0,20171123 06:18,30.0,2.7,0.0,87.0,281.05,283.15,101950.0
24966071,83042001,43.262,6.51,20.0,20180802 08:12,,,0.0,,,305.85,
14096960,28198001,48.06,1.38,127.0,20160824 13:48,150.0,1.6,0.0,29.0,287.85,308.55,101620.0
9420112,83051001,43.52,6.25,279.0,20160322 06:54,350.0,1.0,0.0,93.0,278.05,279.05,
33569924,7069001,45.06,4.7,405.0,20161016 20:36,,,0.0,,,,
20465029,29163003,48.5,-3.853,147.0,20181207 06:18,220.0,9.0,0.6,94.0,284.05,284.95,
40817470,7019005,44.6,4.41,180.0,20171223 03:06,,,0.0,,,,
40447716,46100001,44.58,2.0,342.0,20161215 11:42,140.0,1.0,0.0,89.0,278.85,280.55,
2586451,63125002,45.75,3.57,455.0,20160123 11:36,0.0,0.0,0.0,92.0,280.75,281.95,
1028505,66074002,42.63,2.45,307.0,20160109 23:12,120.0,0.8,0.0,98.0,276.95,277.25,
13754821,85104001,46.35,-1.33,2.0,20170818 15:12,280.0,7.1,0.0,,,294.45,
35132530,30081002,44.13,4.71,30.0,20161030 12:54,,,0.0,,,,
5267899,83035002,43.183,5.773,68.0,20160215 15:00,,,0.0,,,287.95,
33820931,4068001,43.91,5.77,427.0,20161019 01:30,330.0,1.5,0.0,96.0,276.65,277.25,
7297199,38538002,45.22,5.85,220.0,20160304 01:12,320.0,2.1,0.0,94.0,273.95,274.85,101330.0
2317700,29155008,48.46,-5.06,39.0,20170208 10:48,340.0,3.1,0.0,74.0,278.15,282.55,102920.0
14341022,37240001,47.59,0.931,109.0,20180828 16:24,150.0,1.5,0.0,41.0,288.65,303.35,
17342099,20050001,42.53,8.79,58.0,20170531 18:36,20.0,1.4,0.0,78.0,291.25,295.25,101980.0
26785878,48095005,44.53,3.45,934.0,20160818 21:06,300.0,0.6,0.0,87.0,285.55,287.65,
26893432,69299001,45.73,5.08,240.0,20170823 12:36,100.0,2.3,0.0,35.0,287.15,304.45,101440.0
15610224,37023002,47.177,1.212,126.0,20160918 19:48,,,0.0,79.0,286.75,290.45,
33762659,83035002,43.184,5.772,66.0,20181015 18:24,,,0.4,,,290.45,
13996671,36063001,46.87,1.741,157.0,20180822 23:00,330.0,3.5,0.0,67.0,288.95,295.35,101550.0
12541092,48104002,44.64,3.0,1284.0,20170419 19:36,,,0.0,,,,
8332382,83051001,43.52,6.25,279.0,20160312 22:54,360.0,2.6,0.0,77.0,273.85,277.55,
22618186,12266002,44.289,2.82,879.0,20170717 01:54,160.0,3.4,0.0,57.0,282.15,290.75,
9851813,41173003,47.904,1.522,128.0,20180615 01:24,260.0,1.2,0.0,96.0,287.85,288.45,
6357482,61404001,48.56,0.53,242.0,20170416 17:42,280.0,3.7,0.0,70.0,278.75,284.05,
35218916,84009002,43.79,5.62,381.0,20161031 06:54,90.0,4.1,0.0,77.0,277.45,281.25,
12522618,30176002,43.95,3.58,640.0,20160417 22:42,270.0,3.0,0.0,75.0,276.55,280.75,
30926612,74014004,46.004,6.699,1607.0,20170927 21:06,,,0.0,,,282.05,
17847586,23001001,46.093,2.03,460.0,20180603 00:00,,,0.0,86.0,287.55,289.95,
35234054,20185003,42.632,9.32,75.0,20181027 22:00,160.0,4.6,0.0,85.0,286.55,289.05,
7842402,1414001,45.916,5.625,878.0,20170309 20:00,290.0,3.3,0.0,95.0,278.65,279.35,
3301448,26115001,44.727,4.99,175.0,20160129 16:24,,,0.0,,,,
18928365,44184001,47.23,-2.3,14.0,20161112 21:30,300.0,2.7,,,,,
25997745,11069001,43.22,2.3,127.0,20160812 02:54,270.0,2.0,0.0,60.0,281.05,288.75,102590.0
24865767,13031002,43.387,5.601,201.0,20180801 12:00,,,0.0,,,309.15,
5476345,28190001,48.09,1.67,132.0,20170402 00:36,,,0.0,87.0,279.25,281.65,
11607674,42218011,45.45,4.36,602.0,20160410 03:06,20.0,0.6,0.0,79.0,275.25,278.65,
23931445,13056002,43.33,5.05,27.0,20160725 07:54,340.0,4.4,,,,,
18214619,42102002,45.56,4.44,803.0,20170608 11:18,,,0.0,,,293.25,
26313569,30273001,44.28,4.58,71.0,20160814 19:54,,,0.0,,,296.25,
2060016,22282001,48.64,-2.25,35.0,20170204 04:24,20.0,7.5,0.4,94.0,278.95,279.85,
17353510,20185003,42.632,9.32,75.0,20160529 23:30,0.0,0.0,0.0,86.0,282.95,285.25,
715217,66187006,42.821,2.485,300.0,20180107 04:24,90.0,9.3,0.0,93.0,283.65,284.75,
12680414,4115001,44.03,6.62,1090.0,20170421 01:00,,,0.0,,,,
35467953,11069001,43.22,2.3,127.0,20171106 16:30,300.0,10.3,0.0,60.0,274.65,281.95,102130.0
9646139,26142001,44.675,5.615,1000.0,20180325 00:12,,,0.0,,,275.85,
24179190,13108004,43.83,4.64,15.0,20160727 11:12,350.0,5.3,0.0,38.0,286.75,302.55,
8619686,56166005,47.92,-3.34,75.0,20170524 12:06,,,0.0,,,296.15,
20196119,36085001,47.07,1.76,135.0,20171204 02:00,,,0.0,99.0,276.15,276.25,
3800004,43046001,45.05,3.89,714.0,20170202 17:30,180.0,9.0,0.0,71.0,277.75,282.75,
4559813,6083005,43.79,7.49,216.0,20170209 06:30,340.0,2.4,0.0,57.0,274.05,282.15,
16440391,43091005,44.901,4.161,1350.0,20180522 01:24,,,0.0,,,281.85,
32166057,26188001,44.234,5.183,280.0,20181002 08:54,,,0.0,,,,
12204222,5007003,44.8,6.73,1825.0,20160415 05:30,0.0,0.0,0.0,70.0,269.85,274.75,
35083676,26273002,44.991,5.165,368.0,20181026 16:30,,,0.0,,,287.75,
10352409,42128001,45.93,4.31,610.0,20170331 17:42,,,0.0,,,,
12562385,15120005,45.22,2.29,674.0,20160418 06:54,30.0,1.8,0.0,99.0,276.75,276.85,
15691852,61387001,48.504,-0.703,158.0,20180920 02:36,,,0.0,94.0,288.55,289.75,
17660550,56166005,47.92,-3.34,75.0,20171022 16:18,,,0.0,,,286.55,
15838385,14216001,48.928,-0.149,155.0,20180922 12:54,140.0,2.3,0.0,80.0,283.65,287.05,
41434540,66181001,42.45,2.01,1320.0,20161224 00:00,80.0,1.4,0.0,79.0,271.95,275.25,103780.0
4323026,83069002,43.0,6.23,137.0,20160207 12:30,260.0,6.3,0.0,99.0,284.05,284.25,
39924274,11333001,43.004,2.046,601.0,20181204 23:12,190.0,0.7,0.0,67.0,280.65,286.75,
2156063,72175002,47.71,0.09,92.0,20160206 08:54,190.0,7.1,0.0,91.0,281.35,282.75,
20666231,42040001,45.74,3.78,1261.0,20160627 08:30,,,0.0,,,284.85,
4543270,14577003,49.28,-0.56,15.0,20180318 08:48,,,0.0,,,,
18569130,73329001,45.64,5.88,235.0,20160609 09:30,10.0,4.8,0.0,70.0,288.85,294.55,101520.0
18277141,34028003,43.64,3.15,373.0,20170609 00:36,270.0,2.6,0.0,84.0,284.65,287.35,
1645605,22261002,48.519,-2.42,71.0,20180128 18:42,220.0,1.5,0.0,90.0,282.55,284.15,
27187134,66137003,42.47,2.86,295.0,20170826 02:12,180.0,3.7,0.0,87.0,292.95,295.25,
5696644,83051001,43.52,6.25,279.0,20170219 02:24,340.0,2.0,0.0,88.0,275.25,277.05,
28578238,26142001,44.675,5.615,1000.0,20180901 23:42,,,0.0,,,282.55,
20020088,50514001,48.759,-0.843,284.0,20181130 04:54,,,0.0,,,281.55,
4839570,69208001,45.87,4.6,370.0,20170211 16:30,,,0.0,63.0,277.05,283.75,
35702885,6023004,43.94,7.514,305.0,20181031 18:18,340.0,1.5,0.0,,,,
13549804,63353003,45.46,3.53,1070.0,20170428 14:30,350.0,3.0,0.0,77.0,272.35,275.95,
15678930,48146002,44.36,3.41,480.0,20170517 05:42,,,0.0,,,,
14371448,42248002,45.905,3.84,612.0,20180504 12:06,,,0.0,,,288.45,
38276875,26258001,44.62,4.98,211.0,20171201 00:12,,,0.0,,,,
32077990,30189001,43.86,4.41,62.0,20171008 02:48,340.0,3.0,0.0,57.0,275.65,283.85,101950.0
5155160,56004001,47.51,-2.38,26.0,20170327 16:18,,,0.0,,,289.95,
36800660,20264002,42.364,9.264,860.0,20161113 23:48,,,0.0,,,279.85,
1755479,13036003,43.847,4.835,17.0,20170116 02:24,340.0,6.8,0.0,71.0,270.05,274.75,
12187281,29178001,48.55,-4.66,40.0,20160723 21:18,230.0,2.6,0.0,,,290.45,
20147098,37249001,47.52,0.47,117.0,20161202 23:24,,,0.0,,,,
2662962,11221004,43.408,2.292,760.0,20170123 22:30,310.0,9.3,0.0,92.0,273.85,275.05,
29574112,26292002,44.295,5.41,625.0,20180910 09:54,190.0,1.4,0.0,43.0,286.35,299.95,
26899308,13056002,43.332,5.053,27.0,20180818 19:06,40.0,2.2,,,,,
3911882,5070003,44.32,5.79,565.0,20170203 16:36,130.0,1.5,0.0,90.0,277.65,279.15,
20446106,13056002,43.33,5.05,27.0,20170628 02:24,310.0,4.6,,,,,
42278265,48198001,44.442,3.928,620.0,20181223 18:54,,,0.0,,,283.45,
30276691,83051001,43.52,6.25,279.0,20160918 01:24,250.0,3.0,0.0,69.0,280.75,286.35,
31471435,73144001,45.27,6.9,2032.0,20160928 11:48,30.0,3.1,0.0,42.0,273.55,286.15,
22848155,83031001,43.38,6.39,82.0,20170719 02:12,340.0,0.5,0.0,66.0,283.55,289.95,101780.0
20678902,85097001,46.925,-1.024,190.0,20171212 02:42,,,0.0,,,273.45,
19044983,26258001,44.62,4.98,211.0,20160613 11:18,,,0.0,,,,
13357982,49138001,47.49,-0.17,41.0,20160812 07:00,0.0,0.0,0.0,88.0,284.75,286.75,
19426,44020001,47.15,-1.61,26.0,20160101 08:06,140.0,4.4,0.0,93.0,279.35,280.45,101980.0
10613775,5183001,44.88,6.64,1311.0,20180402 08:30,0.0,0.0,0.0,40.0,265.95,278.45,101450.0
33383115,7105003,44.755,3.975,1264.0,20181012 14:30,,,0.0,,,286.05,
18268349,35057003,47.922,-1.941,42.0,20181101 18:06,0.0,0.0,0.0,82.0,279.55,282.45,
10135167,86165005,46.412,0.841,153.0,20170619 02:06,50.0,2.2,0.0,76.0,288.25,292.55,
8598684,20303002,42.26,9.54,74.0,20160315 05:42,340.0,5.6,0.0,73.0,276.65,281.25,101940.0
40998565,43150001,45.099,4.061,1020.0,20181213 12:06,,,0.0,,,276.15,
33475570,42101001,45.361,4.56,1167.0,20161016 00:36,30.0,1.2,0.0,75.0,277.15,281.35,
925325,85153002,46.77,-1.05,82.0,20160116 15:30,,,0.0,,,279.65,
2107348,14624001,48.99,-0.01,52.0,20170204 23:12,,,0.0,,,278.45,
7387785,69114001,45.98,4.65,290.0,20160304 19:54,,,0.0,,,,
27294502,6074005,43.972,7.307,550.0,20180822 03:36,,,0.0,,,287.25,
11014700,73296005,45.455,6.897,2105.0,20170406 11:48,,,0.0,,,276.75,
30308400,20041001,41.37,9.18,116.0,20160918 08:06,280.0,7.3,0.0,64.0,286.25,293.25,101110.0
29261925,20342001,41.92,9.4,17.0,20160909 06:00,280.0,2.8,0.0,56.0,285.65,294.85,101310.0
31586069,74014004,46.003,6.697,1611.0,20180927 11:06,,,0.0,40.0,277.45,291.25,
33215332,15122002,44.73,2.17,480.0,20161013 17:42,100.0,1.6,0.0,83.0,282.65,285.45,
25114694,11069001,43.22,2.3,127.0,20170807 22:12,90.0,3.3,0.0,72.0,289.65,294.95,101120.0
41214391,20023005,42.404,8.923,1400.0,20181215 05:12,,,0.0,,,266.85,
15435090,15014004,44.9,2.42,640.0,20160512 20:18,270.0,2.6,0.0,85.0,281.75,284.15,100530.0
29464861,12145001,44.12,3.02,713.0,20160911 00:06,30.0,3.2,0.0,74.0,286.15,290.85,101720.0
27139007,43234005,44.97,3.54,945.0,20160821 21:54,170.0,0.8,0.0,90.0,278.75,280.25,
10561945,43137003,45.314,4.231,777.0,20180401 21:42,130.0,4.3,0.0,62.0,269.95,276.55,
16047144,20112001,42.557,8.942,280.0,20180518 17:12,,,0.0,,,293.15,
9895552,85113001,46.694,-2.33,32.0,20180615 19:00,330.0,5.1,0.0,73.0,285.15,290.05,101850.0
16747813,26273002,44.99,5.16,370.0,20160524 18:30,,,0.0,,,286.55,
21060058,56165003,47.95,-2.4,65.0,20161217 21:18,50.0,1.6,0.0,100.0,278.25,278.25,
17536202,48095005,44.53,3.45,934.0,20170602 11:30,200.0,1.1,0.0,44.0,283.15,296.05,
7923875,14577003,49.28,-0.56,15.0,20160512 22:30,,,0.0,97.0,285.55,286.05,
17383986,49138001,47.49,-0.17,41.0,20161018 09:24,220.0,0.9,0.0,98.0,282.75,283.05,
21501621,83075001,43.317,6.358,147.0,20170707 07:42,,,0.0,,,302.75,
34395592,83069001,43.094,6.146,4.0,20181021 00:06,310.0,2.5,0.0,85.0,286.85,289.35,102140.0
14312262,20041001,41.37,9.18,116.0,20160503 05:54,280.0,4.4,0.0,82.0,284.45,287.45,101450.0
36628248,63417001,45.84,3.05,550.0,20171116 18:36,,,0.0,,,274.55,
39859943,26211001,44.36,4.86,150.0,20161210 09:54,,,0.0,,,,
16134414,35238003,48.13,-1.64,65.0,20170927 07:30,,,0.0,,,284.65,
2397937,28252002,48.25,0.99,267.0,20170209 18:48,,,0.0,95.0,273.55,274.45,
10581786,35228001,48.59,-2.08,59.0,20170626 13:54,330.0,4.0,0.0,67.0,287.95,294.35,101230.0
21261914,38567002,45.128,5.878,1730.0,20160702 11:00,240.0,1.5,0.0,84.0,286.85,289.55,
4986815,13108004,43.83,4.64,15.0,20180212 23:36,350.0,5.2,0.0,50.0,267.15,276.65,
26848182,42204002,45.44,4.07,822.0,20170823 03:06,,,0.0,,,294.85,
26308070,11203004,43.17,2.73,60.0,20160814 18:48,90.0,3.9,0.0,60.0,288.05,296.25,102000.0
1453332,22147006,48.18,-2.41,131.0,20160125 12:42,,,0.0,,,285.65,
18327513,85215002,46.848,-1.184,62.0,20181102 17:30,,,0.0,,,279.95,
33155441,6077006,43.929,7.363,1443.0,20161013 05:06,110.0,7.5,0.0,98.0,276.25,276.55,
7396664,38336001,45.48,4.81,295.0,20170305 21:48,170.0,4.1,0.0,98.0,277.95,278.25,
7500466,37055002,47.48,0.26,87.0,20170505 20:54,,,0.0,,,,
35996097,74056005,46.004,6.949,1500.0,20171111 06:48,80.0,1.6,0.0,96.0,272.85,273.45,
37820911,73054001,45.61,6.76,868.0,20171127 02:00,220.0,0.5,0.0,78.0,266.05,269.35,
34705273,11124003,42.99,2.82,120.0,20171031 01:54,150.0,1.1,0.0,85.0,276.45,278.75,
27268610,26220010,44.359,5.115,316.0,20180821 22:18,,,0.0,,,,
30004210,7159001,44.581,4.497,275.0,20180914 01:12,,,0.0,,,294.75,
15389298,6136005,43.86,7.43,843.0,20160512 11:00,230.0,6.0,0.0,84.0,281.55,284.15,
22832674,73051001,45.66,5.822,1496.0,20180715 07:36,280.0,5.5,0.0,85.0,284.55,287.05,
28469804,63038002,45.502,2.866,1287.0,20180901 01:42,40.0,5.4,0.0,95.0,280.45,281.25,
17242808,62054001,50.87,1.58,45.0,20161016 01:12,170.0,6.0,,,,,
10280826,23008004,45.958,2.188,486.0,20160329 16:42,,,0.0,,,285.05,
12980140,73051001,45.66,5.82,1496.0,20170423 15:36,100.0,3.2,0.0,55.0,273.35,281.85,
20567323,23209001,46.14,2.26,440.0,20160626 12:06,,,0.0,,,291.55,
3659140,29293001,47.84,-3.87,25.0,20160302 15:30,290.0,9.3,0.4,76.0,278.65,282.65,
5567931,20004003,41.91,8.62,124.0,20170217 23:42,190.0,2.1,,,,,
40967945,20272004,41.652,8.979,62.0,20181213 06:18,0.0,0.0,0.0,96.0,279.15,279.85,
2670984,28041001,48.3,1.27,163.0,20180215 00:24,,,0.0,100.0,277.75,277.85,
30018366,63113001,45.79,3.15,326.0,20160915 19:24,140.0,1.2,0.0,91.0,285.75,287.15,101450.0
21985187,84009002,43.787,5.615,381.0,20180708 03:48,10.0,0.9,0.0,86.0,286.95,289.25,
16596704,1089001,45.98,5.33,252.0,20170525 06:24,360.0,1.2,0.0,78.0,284.85,288.65,101900.0
18550188,61006005,48.72,0.01,170.0,20161106 15:48,270.0,2.8,0.0,73.0,275.15,279.65,
14121434,30297001,44.119,3.474,1107.0,20180502 09:00,60.0,2.4,0.0,72.0,275.95,281.05,
10632736,41281001,47.68,1.21,130.0,20160627 22:54,260.0,1.9,0.0,95.0,288.95,289.75,102180.0
1861053,14578001,49.36,0.17,143.0,20160201 10:00,260.0,6.8,0.0,82.0,281.35,284.35,102430.0
32700690,6094002,44.1,6.931,1784.0,20171013 14:48,290.0,2.4,0.0,36.0,275.65,290.95,
37577716,48057002,44.66,3.54,1552.0,20161120 16:30,160.0,15.8,0.2,99.0,278.15,278.25,
3086654,83075001,43.317,6.358,147.0,20170127 14:06,,,0.0,,,284.25,
11610204,37179001,47.44,0.73,112.0,20160714 06:12,280.0,3.1,0.0,88.0,282.25,284.15,102430.0
5300110,13031002,43.39,5.6,201.0,20180215 16:00,,,0.0,,,284.45,
9638445,13004003,43.51,4.694,1.0,20170325 12:36,110.0,2.8,0.0,75.0,281.15,285.45,
15804520,34032002,43.337,3.148,39.0,20160516 03:36,,,0.0,,,,
11464259,69058002,46.18,4.67,415.0,20160408 21:30,,,0.0,75.0,275.95,280.05,
22022016,79326004,46.725,-0.02,133.0,20181231 19:06,40.0,2.9,0.0,93.0,278.55,279.65,
37946372,6074005,43.97,7.31,550.0,20161123 20:42,,,0.0,,,286.25,
19491401,73227006,45.4,6.63,2005.0,20160617 06:54,40.0,0.6,0.0,93.0,274.95,275.95,
14751499,43234005,44.97,3.54,945.0,20160507 00:00,130.0,2.4,0.0,65.0,275.25,281.45,
23222180,20111004,42.35,9.42,780.0,20160719 05:42,,,0.0,,,289.95,
19830479,22092001,48.4,-3.15,281.0,20161127 19:00,60.0,5.7,0.0,91.0,277.75,279.15,
13242480,85216001,46.44,-1.121,3.0,20180810 10:54,220.0,4.1,0.0,,,295.45,
35695741,81292001,44.107,2.28,537.0,20181031 16:48,130.0,10.3,0.0,81.0,280.25,283.35,
444004,34032002,43.34,3.15,39.0,20180104 20:06,,,0.0,,,,
20188808,6094002,44.1,6.931,1784.0,20170625 20:24,30.0,0.8,0.0,42.0,277.35,290.35,
30177663,69028001,45.71,4.69,317.0,20170921 04:54,340.0,0.8,0.0,91.0,276.45,277.75,
3136092,26100001,44.83,5.09,820.0,20170128 00:24,,,0.0,46.0,270.15,281.05,
9320658,83035001,43.252,5.785,418.0,20170322 18:12,150.0,2.8,0.0,85.0,281.15,283.55,101220.0
8093833,79215001,46.66,-0.402,196.0,20180516 13:06,,,0.0,,,295.65,
4103444,63098001,45.53,2.77,1385.0,20180205 09:36,100.0,9.5,0.0,86.0,269.05,271.05,
14938249,73179005,45.575,5.858,410.0,20180509 07:12,,,0.0,,,,
40033504,43093001,45.27,3.74,1020.0,20171216 07:12,,,0.0,,,271.45,
19969330,28215001,48.33,1.82,145.0,20171130 06:54,,,0.0,100.0,275.15,274.95,
33379421,66212001,42.76,2.98,7.0,20161015 04:18,0.0,0.0,0.0,94.0,284.45,285.35,
31820113,30297001,44.12,3.47,1107.0,20161001 13:00,310.0,1.9,0.0,68.0,282.25,288.35,
9058692,43062001,45.07,3.76,833.0,20160319 04:30,230.0,1.0,0.0,92.0,268.25,269.35,
39992895,26327001,44.694,5.428,545.0,20181205 12:18,200.0,0.9,0.0,53.0,276.35,285.65,
1431786,73054001,45.61,6.76,868.0,20160113 11:00,230.0,1.4,0.0,91.0,271.45,272.75,
21553717,76208001,49.51,1.72,104.0,20171226 16:06,,,0.0,,,279.75,
7474157,3060001,46.17,3.4,251.0,20170306 14:12,260.0,9.2,0.0,73.0,277.15,281.75,100470.0
2035264,78354001,48.96,1.67,123.0,20170203 18:30,230.0,6.8,0.2,97.0,279.75,280.15,
21742711,20258001,42.19,8.81,755.0,20160706 13:48,210.0,2.7,0.0,50.0,289.05,300.35,
11494901,83083001,43.468,6.123,144.0,20160409 03:48,,,0.0,,,280.95,
11704465,56159001,47.77,-2.39,65.0,20160715 20:00,40.0,2.0,0.0,57.0,283.35,292.05,
26372408,81115002,43.48,2.66,448.0,20170818 23:00,,,0.0,74.0,287.35,292.05,
913696,13056002,43.33,5.05,27.0,20180108 21:54,50.0,3.8,,,,,
14526924,49331003,47.679,-0.873,25.0,20160831 17:24,,,0.0,,,301.05,
40432130,23013001,46.035,2.501,564.0,20171219 18:42,,,0.0,,,275.65,
16271740,86092002,46.92,0.62,70.0,20160929 23:42,,,0.0,,,,
25399573,26273002,44.991,5.165,368.0,20170810 10:24,,,0.0,,,291.85,
14736743,50129001,49.66,-1.63,19.0,20160904 04:54,260.0,7.2,,,,,
37706952,20041001,41.37,9.18,116.0,20171126 02:30,280.0,22.9,0.0,54.0,276.35,285.45,101200.0
9579968,69029001,45.73,4.94,198.0,20160323 15:54,350.0,10.0,0.0,53.0,275.25,284.45,100770.0
7292965,14216001,48.93,-0.15,155.0,20160502 09:06,200.0,3.2,0.0,72.0,281.55,286.45,
5585834,42052002,46.164,4.174,279.0,20160218 08:24,,,0.0,,,,
17205840,37109001,47.425,0.604,93.0,20181015 05:30,,,0.0,93.0,285.35,286.45,
35487354,83007004,43.641,6.19,497.0,20181029 23:42,,,0.0,,,,
6282629,61006005,48.72,0.01,170.0,20160415 10:42,200.0,8.0,0.0,62.0,280.15,287.35,
19358506,66194002,42.4,2.559,700.0,20170618 12:36,,,0.0,43.0,286.85,300.55,
